,BONEID,ELEMENT,MEASURE,MEASTYPE,PERIOD,RANGE
2109,J_GRIMM_08WA58720-30,Radius,111.0,CD,Medieval,1075 -- 1125
2159,J_GRIMM_08WA59480-1343,Radius,86.5,CD,Bronze - Iron Age,100 -- 150
2260,J_GRIMM_08WA61900-1,Radius,105.0,CD,Medieval,1100 -- 1299
2274,J_GRIMM_08WA61900-668,Radius,97.0,CD,Roman - Saxon,43 -- 410
2280,J_GRIMM_08WA61900-583,Radius,105.5,CD,Roman - Saxon,43 -- 410
2325,J_GRIMM_08WA63220-2568,Radius,107.0,CD,Roman - Saxon,850 -- 1066
2341,J_GRIMM_08WA63220-3539,Radius,108.0,CD,Roman - Saxon,850 -- 1066
